basket_items,total_sales,distinct_products,online_purchases,in_store_purchases,avg_purchase_value,avg_discount_used,promo_used,promo_response_rate,total_transactions,customer_order_count,days_since_prev_purchase,customer_mean_gap,customer_tenure_days,avg_ticket_size,avg_item_value,discount_impact,distinct_categories,purchase_frequency,items_per_order
97,121.35000000000001,7,1,0,121.35000000000001,0.0,0.0,0.0,1,1,0.0,0.0,0,121.35000000000001,1.2510309278350515,0.0,0.0,1.0,97.0
198,177.78,13,2,0,177.78,0.0,0.0,0.0,1,2,28.0,28.0,28,149.565,0.8978787878787878,0.0,0.0,0.06896551724137931,198.0
82,137.36,10,3,0,137.36,0.0,0.0,0.0,1,3,37.0,32.5,65,145.49666666666667,1.6751219512195124,0.0,0.0,0.045454545454545456,82.0
90,141.6,8,4,0,141.6,0.0,0.0,0.0,1,4,25.0,30.0,90,144.5225,1.5733333333333333,0.0,0.0,0.04395604395604396,90.0
108,127.02000000000001,10,5,0,127.02000000000001,0.0,0.0,0.0,1,5,62.0,38.0,153,141.022,1.176111111111111,0.0,0.0,0.032467532467532464,108.0
78,87.4,5,6,0,87.4,0.0,0.0,0.0,1,6,286.0,87.6,439,132.085,1.1205128205128205,0.0,0.0,0.013636363636363636,78.0
467,656.5699999999999,35,1,0,656.5699999999999,0.0,0.0,0.0,1,1,0.0,0.0,0,656.5699999999999,1.4059314775160598,0.0,0.0,1.0,467.0
1,-15.95,1,2,0,-15.95,0.0,0.0,0.0,1,2,2.0,2.0,2,320.30999999999995,-15.95,0.0,0.0,0.6666666666666666,1.0
1144,1316.2,26,3,0,1316.2,0.0,0.0,0.0,1,3,116.0,59.0,119,652.2733333333333,1.1505244755244755,0.0,0.0,0.025,1144.0
120,306.0,3,4,0,306.0,0.0,0.0,0.0,1,4,37.0,51.666666666666664,157,565.7049999999999,2.55,0.0,0.0,0.02531645569620253,120.0
106,351.18,21,1,0,351.18,0.0,0.0,0.0,1,1,0.0,0.0,0,351.18,3.3130188679245283,0.0,0.0,1.0,106.0
6,-29.700000000000003,2,2,0,-29.700000000000003,0.0,0.0,0.0,1,2,5.0,5.0,5,160.74,-4.95,0.0,0.0,0.3333333333333333,6.0
280,725.02,36,3,0,725.02,0.0,0.0,0.0,1,3,98.0,51.5,104,348.8333333333333,2.5893571428571427,0.0,0.0,0.02857142857142857,280.0
2,-15.7,2,4,0,-15.7,0.0,0.0,0.0,1,4,10.0,37.666666666666664,115,257.7,-7.85,0.0,0.0,0.034482758620689655,2.0
30,142.5,5,5,0,142.5,0.0,0.0,0.0,1,5,145.0,64.5,260,234.66,4.75,0.0,0.0,0.019157088122605363,30.0
115,314.98,17,1,0,314.98,0.0,0.0,0.0,1,1,0.0,0.0,0,314.98,2.7389565217391305,0.0,0.0,1.0,115.0
6,-11.7,1,2,0,-11.7,0.0,0.0,0.0,1,2,24.0,24.0,24,151.64000000000001,-1.95,0.0,0.0,0.08,6.0
137,598.64,18,3,0,598.64,0.0,0.0,0.0,1,3,161.0,92.5,186,300.64000000000004,4.3696350364963505,0.0,0.0,0.016042780748663103,137.0
203,371.89,20,4,0,371.89,0.0,0.0,0.0,1,4,218.0,134.33333333333334,404,318.4525,1.8319704433497537,0.0,0.0,0.009876543209876543,203.0
2,-6.6,2,5,0,-6.6,0.0,0.0,0.0,1,5,4.0,101.75,409,253.442,-3.3,0.0,0.0,0.012195121951219513,2.0
95,173.91,20,1,0,173.91,0.0,0.0,0.0,1,1,0.0,0.0,0,173.91,1.8306315789473684,0.0,0.0,1.0,95.0
94,153.86,21,2,0,153.86,0.0,0.0,0.0,1,2,69.0,69.0,69,163.885,1.636808510638298,0.0,0.0,0.02857142857142857,94.0
81,153.13,24,3,0,153.13,0.0,0.0,0.0,1,3,64.0,66.5,134,160.29999999999998,1.8904938271604939,0.0,0.0,0.022222222222222223,81.0
75,137.19,16,4,0,137.19,0.0,0.0,0.0,1,4,54.0,62.333333333333336,188,154.5225,1.8292,0.0,0.0,0.021164021164021163,75.0
7,95.45,2,1,0,95.45,0.0,0.0,0.0,1,1,0.0,0.0,0,95.45,13.635714285714286,0.0,0.0,1.0,7.0
5,63.75,1,2,0,63.75,0.0,0.0,0.0,1,2,371.0,371.0,371,79.6,12.75,0.0,0.0,0.005376344086021506,5.0
26,61.72,4,1,0,61.72,0.0,0.0,0.0,1,1,0.0,0.0,0,61.72,2.373846153846154,0.0,0.0,1.0,26.0
113,307.85,17,1,0,307.85,0.0,0.0,0.0,1,1,0.0,0.0,0,307.85,2.724336283185841,0.0,0.0,1.0,113.0
7,-67.65,5,2,0,-67.65,0.0,0.0,0.0,1,2,8.0,8.0,8,120.10000000000001,-9.664285714285715,0.0,0.0,0.2222222222222222,7.0
131,308.3,18,3,0,308.3,0.0,0.0,0.0,1,3,114.0,61.0,123,182.83333333333334,2.353435114503817,0.0,0.0,0.024193548387096774,131.0
1,-10.95,1,4,0,-10.95,0.0,0.0,0.0,1,4,33.0,51.666666666666664,156,134.38750000000002,-10.95,0.0,0.0,0.025477707006369428,1.0
234,301.42,22,5,0,301.42,0.0,0.0,0.0,1,5,57.0,53.0,213,167.794,1.2881196581196581,0.0,0.0,0.02336448598130841,234.0
20,-18.6,3,6,0,-18.6,0.0,0.0,0.0,1,6,7.0,43.8,220,136.72833333333335,-0.93,0.0,0.0,0.027149321266968326,20.0
238,300.42,21,7,0,300.42,0.0,0.0,0.0,1,7,97.0,52.666666666666664,318,160.11285714285714,1.2622689075630253,0.0,0.0,0.0219435736677116,238.0
296,415.78000000000003,48,1,0,415.78000000000003,0.0,0.0,0.0,1,1,0.0,0.0,0,415.78000000000003,1.4046621621621622,0.0,0.0,1.0,296.0
258,538.56,33,2,0,538.56,0.0,0.0,0.0,1,2,139.0,139.0,139,477.16999999999996,2.087441860465116,0.0,0.0,0.014285714285714285,258.0
285,316.51,21,3,0,316.51,0.0,0.0,0.0,1,3,43.0,91.0,182,423.6166666666666,1.1105614035087719,0.0,0.0,0.01639344262295082,285.0
24,81.19999999999999,3,4,0,81.19999999999999,0.0,0.0,0.0,1,4,24.0,68.66666666666667,207,338.0125,3.383333333333333,0.0,0.0,0.019230769230769232,24.0
69,121.64999999999999,6,5,0,121.64999999999999,0.0,0.0,0.0,1,5,38.0,61.0,246,294.73999999999995,1.7630434782608695,0.0,0.0,0.020242914979757085,69.0
65,143.95,8,6,0,143.95,0.0,0.0,0.0,1,6,7.0,50.2,253,269.6083333333333,2.2146153846153847,0.0,0.0,0.023622047244094488,65.0
264,272.4,5,7,0,272.4,0.0,0.0,0.0,1,7,13.0,44.0,266,270.0071428571428,1.0318181818181817,0.0,0.0,0.026217228464419477,264.0
146,152.7,6,8,0,152.7,0.0,0.0,0.0,1,8,76.0,48.57142857142857,343,255.34374999999997,1.045890410958904,0.0,0.0,0.023255813953488372,146.0
84,156.6,5,9,0,156.6,0.0,0.0,0.0,1,9,22.0,45.25,366,244.3722222222222,1.8642857142857143,0.0,0.0,0.02452316076294278,84.0
125,194.75,9,10,0,194.75,0.0,0.0,0.0,1,10,27.0,43.22222222222222,393,239.41,1.558,0.0,0.0,0.025380710659898477,125.0
133,250.95,9,11,0,250.95,0.0,0.0,0.0,1,11,99.0,48.8,493,240.4590909090909,1.8868421052631579,0.0,0.0,0.022267206477732792,133.0
77,194.55,8,12,0,194.55,0.0,0.0,0.0,1,12,30.0,47.09090909090909,523,236.63333333333333,2.5266233766233768,0.0,0.0,0.022900763358778626,77.0
14,75.3,3,13,0,75.3,0.0,0.0,0.0,1,13,15.0,44.416666666666664,539,224.2230769230769,5.378571428571428,0.0,0.0,0.024074074074074074,14.0
224,310.2,13,14,0,310.2,0.0,0.0,0.0,1,14,7.0,41.53846153846154,546,230.3642857142857,1.3848214285714284,0.0,0.0,0.025594149908592323,224.0
74,53.65,4,1,0,53.65,0.0,0.0,0.0,1,1,0.0,0.0,0,53.65,0.725,0.0,0.0,1.0,74.0
100,227.74,13,1,0,227.74,0.0,0.0,0.0,1,1,0.0,0.0,0,227.74,2.2774,0.0,0.0,1.0,100.0
36,30.599999999999998,1,2,0,30.599999999999998,0.0,0.0,0.0,1,2,104.0,104.0,104,129.17000000000002,0.85,0.0,0.0,0.01904761904761905,36.0
4,15.0,1,3,0,15.0,0.0,0.0,0.0,1,3,367.0,235.5,472,91.11333333333334,3.75,0.0,0.0,0.006342494714587738,4.0
230,284.86,17,1,0,284.86,0.0,0.0,0.0,1,1,0.0,0.0,0,284.86,1.2385217391304348,0.0,0.0,1.0,230.0
519,814.95,26,2,0,814.95,0.0,0.0,0.0,1,2,393.0,393.0,393,549.905,1.5702312138728325,0.0,0.0,0.005076142131979695,519.0
3,-17.9,3,3,0,-17.9,0.0,0.0,0.0,1,3,13.0,203.0,406,360.6366666666667,-5.966666666666666,0.0,0.0,0.007371007371007371,3.0
370,249.58,23,1,0,249.58,0.0,0.0,0.0,1,1,0.0,0.0,0,249.58,0.6745405405405406,0.0,0.0,1.0,370.0
467,390.71,34,2,0,390.71,0.0,0.0,0.0,1,2,84.0,84.0,84,320.145,0.8366381156316917,0.0,0.0,0.023529411764705882,467.0
149,155.93,13,3,0,155.93,0.0,0.0,0.0,1,3,102.0,93.0,186,265.4066666666667,1.0465100671140941,0.0,0.0,0.016042780748663103,149.0
63,249.45000000000002,12,1,0,249.45000000000002,0.0,0.0,0.0,1,1,0.0,0.0,0,249.45000000000002,3.9595238095238097,0.0,0.0,1.0,63.0
166,159.72,11,2,0,159.72,0.0,0.0,0.0,1,2,21.0,21.0,21,204.585,0.9621686746987952,0.0,0.0,0.09090909090909091,166.0
234,410.18,27,3,0,410.18,0.0,0.0,0.0,1,3,56.0,38.5,77,273.1166666666667,1.752905982905983,0.0,0.0,0.038461538461538464,234.0
3,-21.25,2,4,0,-21.25,0.0,0.0,0.0,1,4,5.0,27.333333333333332,83,199.525,-7.083333333333333,0.0,0.0,0.047619047619047616,3.0
161,407.47,25,5,0,407.47,0.0,0.0,0.0,1,5,112.0,48.5,195,241.11400000000003,2.5308695652173916,0.0,0.0,0.025510204081632654,161.0
5,-10.55,2,6,0,-10.55,0.0,0.0,0.0,1,6,6.0,40.0,202,199.17,-2.1100000000000003,0.0,0.0,0.029556650246305417,5.0
271,490.11,24,1,0,490.11,0.0,0.0,0.0,1,1,0.0,0.0,0,490.11,1.8085239852398525,0.0,0.0,1.0,271.0
41,124.75,5,1,0,124.75,0.0,0.0,0.0,1,1,0.0,0.0,0,124.75,3.042682926829268,0.0,0.0,1.0,41.0
2,-8.5,1,1,0,-8.5,0.0,0.0,0.0,1,1,0.0,0.0,0,-8.5,-4.25,0.0,0.0,1.0,2.0
552,380.28000000000003,22,2,0,380.28000000000003,0.0,0.0,0.0,1,2,0.0,0.0,0,185.89000000000001,0.6889130434782609,0.0,0.0,2.0,552.0
19,3.61,1,3,0,3.61,0.0,0.0,0.0,1,3,0.0,0.0,0,125.13000000000001,0.19,0.0,0.0,3.0,19.0
174,312.1,16,4,0,312.1,0.0,0.0,0.0,1,4,53.0,53.0,53,171.8725,1.7936781609195405,0.0,0.0,0.07407407407407407,174.0
160,310.98,16,5,0,310.98,0.0,0.0,0.0,1,5,56.0,54.5,109,199.69400000000002,1.9436250000000002,0.0,0.0,0.045454545454545456,160.0
198,305.7,18,6,0,305.7,0.0,0.0,0.0,1,6,46.0,51.666666666666664,156,217.36166666666668,1.543939393939394,0.0,0.0,0.03821656050955414,198.0
225,305.53,20,7,0,305.53,0.0,0.0,0.0,1,7,30.0,46.25,186,229.95714285714286,1.357911111111111,0.0,0.0,0.0374331550802139,225.0
3,-4.35,1,8,0,-4.35,0.0,0.0,0.0,1,8,3.0,37.6,190,200.66875000000002,-1.45,0.0,0.0,0.041884816753926704,3.0
4,-9.2,2,9,0,-9.2,0.0,0.0,0.0,1,9,60.0,41.333333333333336,250,177.35000000000002,-2.3,0.0,0.0,0.035856573705179286,4.0
129,271.8,16,10,0,271.8,0.0,0.0,0.0,1,10,6.0,36.285714285714285,257,186.79500000000002,2.1069767441860465,0.0,0.0,0.03875968992248062,129.0
171,307.3,17,11,0,307.3,0.0,0.0,0.0,1,11,139.0,49.125,397,197.75,1.7970760233918128,0.0,0.0,0.02763819095477387,171.0
160,302.44,14,12,0,302.44,0.0,0.0,0.0,1,12,124.0,57.44444444444444,521,206.47416666666666,1.89025,0.0,0.0,0.022988505747126436,160.0
156,308.6,16,13,0,308.6,0.0,0.0,0.0,1,13,74.0,59.1,596,214.32999999999998,1.9782051282051283,0.0,0.0,0.021775544388609715,156.0
232,310.26,22,1,0,310.26,0.0,0.0,0.0,1,1,0.0,0.0,0,310.26,1.3373275862068965,0.0,0.0,1.0,232.0
3768,2017.3600000000001,17,1,0,2017.3600000000001,0.0,0.0,0.0,1,1,0.0,0.0,0,2017.3600000000001,0.5353927813163483,0.0,0.0,1.0,3768.0
3393,1191.93,17,2,0,1191.93,0.0,0.0,0.0,1,2,156.0,156.0,156,1604.645,0.35129089301503097,0.0,0.0,0.012738853503184714,3393.0
784,1377.12,10,3,0,1377.12,0.0,0.0,0.0,1,3,37.0,96.5,194,1528.8033333333333,1.7565306122448978,0.0,0.0,0.015384615384615385,784.0
48,-122.39999999999999,1,4,0,-122.39999999999999,0.0,0.0,0.0,1,4,31.0,74.66666666666667,226,1116.0025,-2.55,0.0,0.0,0.01762114537444934,48.0
5952,1311.2,7,5,0,1311.2,0.0,0.0,0.0,1,5,0.0,74.66666666666667,226,1155.042,0.2202956989247312,0.0,0.0,0.022026431718061675,5952.0
456,1079.6,8,6,0,1079.6,0.0,0.0,0.0,1,6,20.0,61.0,246,1142.4683333333332,2.3675438596491225,0.0,0.0,0.024291497975708502,456.0
71,236.63,28,7,0,236.63,0.0,0.0,0.0,1,7,0.0,61.0,247,1013.0628571428571,3.3328169014084508,0.0,0.0,0.028225806451612902,71.0
2048,1622.48,11,8,0,1622.48,0.0,0.0,0.0,1,8,138.0,76.4,385,1089.24,0.7922265625,0.0,0.0,0.02072538860103627,2048.0
1,-162.24,1,9,0,-162.24,0.0,0.0,0.0,1,9,0.0,76.4,386,950.1866666666667,-162.24,0.0,0.0,0.023255813953488372,1.0
3669,2157.5,37,10,0,2157.5,0.0,0.0,0.0,1,10,122.0,84.0,508,1070.9180000000001,0.5880348868901608,0.0,0.0,0.019646365422396856,3669.0
229,416.82,24,1,0,416.82,0.0,0.0,0.0,1,1,0.0,0.0,0,416.82,1.820174672489083,0.0,0.0,1.0,229.0
354,528.05,29,2,0,528.05,0.0,0.0,0.0,1,2,66.0,66.0,66,472.43499999999995,1.4916666666666665,0.0,0.0,0.029850746268656716,354.0
6,-25.3,4,3,0,-25.3,0.0,0.0,0.0,1,3,8.0,37.0,74,306.5233333333333,-4.216666666666667,0.0,0.0,0.04,6.0
235,456.69,24,4,0,456.69,0.0,0.0,0.0,1,4,63.0,45.666666666666664,138,344.06499999999994,1.9433617021276595,0.0,0.0,0.02877697841726619,235.0
9,29.55,2,5,0,29.55,0.0,0.0,0.0,1,5,0.0,45.666666666666664,138,281.162,3.283333333333333,0.0,0.0,0.03597122302158273,9.0
6,-25.5,1,6,0,-25.5,0.0,0.0,0.0,1,6,13.0,37.5,152,230.05166666666665,-4.25,0.0,0.0,0.0392156862745098,6.0
215,337.91,23,7,0,337.91,0.0,0.0,0.0,1,7,25.0,35.0,178,245.45999999999998,1.5716744186046512,0.0,0.0,0.03910614525139665,215.0
237,310.42,23,8,0,310.42,0.0,0.0,0.0,1,8,22.0,32.833333333333336,200,253.57999999999998,1.309789029535865,0.0,0.0,0.03980099502487562,237.0
9,-60.75,4,9,0,-60.75,0.0,0.0,0.0,1,9,14.0,30.142857142857142,214,218.65444444444444,-6.75,0.0,0.0,0.04186046511627907,9.0
97,315.41,15,10,0,315.41,0.0,0.0,0.0,1,10,37.0,31.0,252,228.33,3.251649484536083,0.0,0.0,0.039525691699604744,97.0
2,9.9,1,11,0,9.9,0.0,0.0,0.0,1,11,0.0,31.0,252,208.47272727272727,4.95,0.0,0.0,0.043478260869565216,2.0
15,-79.05,7,12,0,-79.05,0.0,0.0,0.0,1,12,25.0,30.333333333333332,277,184.51250000000002,-5.27,0.0,0.0,0.04316546762589928,15.0
102,363.3,3,13,0,363.3,0.0,0.0,0.0,1,13,7.0,28.0,285,198.2653846153846,3.561764705882353,0.0,0.0,0.045454545454545456,102.0
9,-7.6499999999999995,1,14,0,-7.6499999999999995,0.0,0.0,0.0,1,14,3.0,25.727272727272727,289,183.55714285714288,-0.85,0.0,0.0,0.04827586206896552,9.0
9,7.6499999999999995,1,15,0,7.6499999999999995,0.0,0.0,0.0,1,15,0.0,25.727272727272727,289,171.82999999999998,0.85,0.0,0.0,0.05172413793103448,9.0
1,-4.25,1,16,0,-4.25,0.0,0.0,0.0,1,16,0.0,25.727272727272727,289,160.825,-4.25,0.0,0.0,0.05517241379310345,1.0
145,344.85,16,17,0,344.85,0.0,0.0,0.0,1,17,29.0,26.0,319,171.65,2.3782758620689655,0.0,0.0,0.053125,145.0
3,-18.85,2,18,0,-18.85,0.0,0.0,0.0,1,18,5.0,24.384615384615383,325,161.06666666666666,-6.283333333333334,0.0,0.0,0.05521472392638037,3.0
299,668.861,38,19,0,668.861,0.0,0.0,0.0,1,19,4.0,22.928571428571427,330,187.79268421052632,2.2369933110367892,0.0,0.0,0.05740181268882175,299.0
9,-30.75,3,20,0,-30.75,0.0,0.0,0.0,1,20,10.0,22.066666666666666,340,176.86555,-3.4166666666666665,0.0,0.0,0.05865102639296188,9.0
181,423.0,21,21,0,423.0,0.0,0.0,0.0,1,21,0.0,22.066666666666666,340,188.58623809523812,2.3370165745856353,0.0,0.0,0.06158357771260997,181.0
7,-31.85,3,22,0,-31.85,0.0,0.0,0.0,1,22,6.0,21.0625,347,178.5664090909091,-4.55,0.0,0.0,0.06321839080459771,7.0
78,205.8,12,23,0,205.8,0.0,0.0,0.0,1,23,20.0,21.0,367,179.75047826086958,2.6384615384615384,0.0,0.0,0.0625,78.0
15,32.25,2,24,0,32.25,0.0,0.0,0.0,1,24,0.0,21.0,367,173.60462500000003,2.15,0.0,0.0,0.06521739130434782,15.0
215,444.63,23,25,0,444.63,0.0,0.0,0.0,1,25,119.0,26.444444444444443,487,184.44564,2.068046511627907,0.0,0.0,0.05122950819672131,215.0
17,-38.21,3,26,0,-38.21,0.0,0.0,0.0,1,26,4.0,25.263157894736842,491,175.88196153846155,-2.2476470588235293,0.0,0.0,0.052845528455284556,17.0
116,424.0,21,27,0,424.0,0.0,0.0,0.0,1,27,36.0,25.8,527,185.07151851851853,3.6551724137931036,0.0,0.0,0.05113636363636364,116.0
76,207.3,10,28,0,207.3,0.0,0.0,0.0,1,28,0.0,25.8,527,185.86539285714284,2.7276315789473684,0.0,0.0,0.05303030303030303,76.0
14,-82.9,7,29,0,-82.9,0.0,0.0,0.0,1,29,15.0,25.285714285714285,543,176.59762068965517,-5.921428571428572,0.0,0.0,0.05330882352941176,14.0
208,626.6,18,1,0,626.6,0.0,0.0,0.0,1,1,0.0,0.0,0,626.6,3.0125,0.0,0.0,1.0,208.0
280,538.77,16,2,0,538.77,0.0,0.0,0.0,1,2,8.0,8.0,8,582.685,1.9241785714285713,0.0,0.0,0.2222222222222222,280.0
60,95.4,3,3,0,95.4,0.0,0.0,0.0,1,3,2.0,5.0,11,420.25666666666666,1.59,0.0,0.0,0.25,60.0
213,552.79,28,4,0,552.79,0.0,0.0,0.0,1,4,23.0,11.0,34,453.39,2.595258215962441,0.0,0.0,0.11428571428571428,213.0
5,-22.95,3,5,0,-22.95,0.0,0.0,0.0,1,5,3.0,9.0,38,358.12199999999996,-4.59,0.0,0.0,0.1282051282051282,5.0
76,290.0,10,6,0,290.0,0.0,0.0,0.0,1,6,1.0,7.4,39,346.7683333333334,3.8157894736842106,0.0,0.0,0.15,76.0
2,-11.799999999999999,2,7,0,-11.799999999999999,0.0,0.0,0.0,1,7,4.0,6.833333333333333,44,295.5442857142857,-5.8999999999999995,0.0,0.0,0.15555555555555556,2.0
157,288.95,15,8,0,288.95,0.0,0.0,0.0,1,8,12.0,7.571428571428571,57,294.71999999999997,1.8404458598726114,0.0,0.0,0.13793103448275862,157.0
166,337.5,16,9,0,337.5,0.0,0.0,0.0,1,9,0.0,7.571428571428571,57,299.4733333333333,2.033132530120482,0.0,0.0,0.15517241379310345,166.0
1,-4.25,1,10,0,-4.25,0.0,0.0,0.0,1,10,1.0,6.75,58,269.101,-4.25,0.0,0.0,0.1694915254237288,1.0
175,359.05,22,11,0,359.05,0.0,0.0,0.0,1,11,19.0,8.11111111111111,78,277.2781818181818,2.0517142857142856,0.0,0.0,0.13924050632911392,175.0
2,17.0,1,12,0,17.0,0.0,0.0,0.0,1,12,0.0,8.11111111111111,78,255.58833333333334,8.5,0.0,0.0,0.1518987341772152,2.0
125,352.14,14,13,0,352.14,0.0,0.0,0.0,1,13,14.0,8.7,93,263.0153846153846,2.81712,0.0,0.0,0.13829787234042554,125.0
169,348.47,20,14,0,348.47,0.0,0.0,0.0,1,14,19.0,9.636363636363637,112,269.1192857142857,2.0619526627218936,0.0,0.0,0.12389380530973451,169.0
92,243.0,14,15,0,243.0,0.0,0.0,0.0,1,15,0.0,9.636363636363637,112,267.378,2.641304347826087,0.0,0.0,0.13274336283185842,92.0
295,689.47,35,16,0,689.47,0.0,0.0,0.0,1,16,29.0,11.25,142,293.75875,2.337186440677966,0.0,0.0,0.11188811188811189,295.0
105,309.55,13,17,0,309.55,0.0,0.0,0.0,1,17,12.0,11.307692307692308,155,294.68764705882353,2.948095238095238,0.0,0.0,0.10897435897435898,105.0
21,91.5,4,18,0,91.5,0.0,0.0,0.0,1,18,0.0,11.307692307692308,155,283.39944444444444,4.357142857142857,0.0,0.0,0.11538461538461539,21.0
3,-46.65,2,19,0,-46.65,0.0,0.0,0.0,1,19,3.0,10.714285714285714,158,266.0284210526316,-15.549999999999999,0.0,0.0,0.11949685534591195,3.0
2,7.9,1,20,0,7.9,0.0,0.0,0.0,1,20,0.0,10.714285714285714,158,253.12199999999999,3.95,0.0,0.0,0.12578616352201258,2.0
1,-8.5,1,21,0,-8.5,0.0,0.0,0.0,1,21,31.0,12.066666666666666,190,240.6638095238095,-8.5,0.0,0.0,0.1099476439790576,1.0
196,600.84,30,22,0,600.84,0.0,0.0,0.0,1,22,2.0,11.4375,193,257.0354545454545,3.0655102040816327,0.0,0.0,0.1134020618556701,196.0
88,335.4,11,23,0,335.4,0.0,0.0,0.0,1,23,13.0,11.529411764705882,206,260.4426086956522,3.811363636363636,0.0,0.0,0.1111111111111111,88.0
6,15.299999999999999,1,24,0,15.299999999999999,0.0,0.0,0.0,1,24,0.0,11.529411764705882,206,250.22833333333335,2.55,0.0,0.0,0.11594202898550725,6.0
350,791.4,38,25,0,791.4,0.0,0.0,0.0,1,25,34.0,12.777777777777779,241,271.8752,2.261142857142857,0.0,0.0,0.10330578512396695,350.0
1,-12.75,1,26,0,-12.75,0.0,0.0,0.0,1,26,8.0,12.526315789473685,249,260.9280769230769,-12.75,0.0,0.0,0.104,1.0
2,9.9,1,27,0,9.9,0.0,0.0,0.0,1,27,0.0,12.526315789473685,249,251.63074074074072,4.95,0.0,0.0,0.108,2.0
4,-18.6,2,28,0,-18.6,0.0,0.0,0.0,1,28,0.0,12.526315789473685,249,241.97964285714286,-4.65,0.0,0.0,0.112,4.0
186,363.14,20,29,0,363.14,0.0,0.0,0.0,1,29,28.0,13.3,278,246.15758620689655,1.9523655913978495,0.0,0.0,0.1039426523297491,186.0
36,80.70000000000002,5,30,0,80.70000000000002,0.0,0.0,0.0,1,30,0.0,13.3,278,240.64233333333334,2.241666666666667,0.0,0.0,0.10752688172043011,36.0
12,-15.0,1,31,0,-15.0,0.0,0.0,0.0,1,31,11.0,13.19047619047619,289,232.3958064516129,-1.25,0.0,0.0,0.10689655172413794,12.0
88,264.0,9,32,0,264.0,0.0,0.0,0.0,1,32,7.0,12.909090909090908,296,233.3834375,3.0,0.0,0.0,0.10774410774410774,88.0
28,70.2,5,33,0,70.2,0.0,0.0,0.0,1,33,0.0,12.909090909090908,296,228.43848484848485,2.507142857142857,0.0,0.0,0.1111111111111111,28.0
152,390.2,19,34,0,390.2,0.0,0.0,0.0,1,34,13.0,12.91304347826087,310,233.19617647058823,2.567105263157895,0.0,0.0,0.10932475884244373,152.0
20,179.0,3,35,0,179.0,0.0,0.0,0.0,1,35,12.0,12.875,322,231.6477142857143,8.95,0.0,0.0,0.10835913312693499,20.0
71,238.65,14,36,0,238.65,0.0,0.0,0.0,1,36,0.0,12.875,322,231.8422222222222,3.361267605633803,0.0,0.0,0.11145510835913312,71.0
451,997.61,21,37,0,997.61,0.0,0.0,0.0,1,37,9.0,12.72,332,252.53864864864866,2.2119955654101995,0.0,0.0,0.1111111111111111,451.0
83,312.01,9,38,0,312.01,0.0,0.0,0.0,1,38,14.0,12.76923076923077,346,254.10368421052632,3.759156626506024,0.0,0.0,0.10951008645533142,83.0
1,-3.75,1,39,0,-3.75,0.0,0.0,0.0,1,39,5.0,12.481481481481481,352,247.4920512820513,-3.75,0.0,0.0,0.11048158640226628,1.0
284,579.2,25,40,0,579.2,0.0,0.0,0.0,1,40,0.0,12.481481481481481,353,255.78474999999997,2.03943661971831,0.0,0.0,0.11299435028248588,284.0
63,102.03,6,41,0,102.03,0.0,0.0,0.0,1,41,0.0,12.481481481481481,353,252.03463414634146,1.6195238095238096,0.0,0.0,0.11581920903954802,63.0
4,-22.8,2,42,0,-22.8,0.0,0.0,0.0,1,42,5.0,12.214285714285714,358,245.4909523809524,-5.7,0.0,0.0,0.116991643454039,4.0
10,-56.3,3,43,0,-56.3,0.0,0.0,0.0,1,43,6.0,12.0,365,238.47255813953487,-5.63,0.0,0.0,0.11748633879781421,10.0
520,1340.96,27,44,0,1340.96,0.0,0.0,0.0,1,44,1.0,11.633333333333333,367,263.52909090909094,2.5787692307692307,0.0,0.0,0.11956521739130435,520.0
72,177.6,5,45,0,177.6,0.0,0.0,0.0,1,45,0.0,11.633333333333333,367,261.61955555555556,2.466666666666667,0.0,0.0,0.12228260869565218,72.0
3,14.850000000000001,1,46,0,14.850000000000001,0.0,0.0,0.0,1,46,11.0,11.612903225806452,378,256.255,4.95,0.0,0.0,0.12137203166226913,3.0
325,776.95,32,47,0,776.95,0.0,0.0,0.0,1,47,0.0,11.612903225806452,378,267.3336170212766,2.390615384615385,0.0,0.0,0.12401055408970976,325.0
5,-21.95,2,48,0,-21.95,0.0,0.0,0.0,1,48,0.0,11.612903225806452,379,261.306875,-4.39,0.0,0.0,0.12631578947368421,5.0
286,510.89,28,49,0,510.89,0.0,0.0,0.0,1,49,13.0,11.65625,393,266.4004081632653,1.7863286713286712,0.0,0.0,0.12436548223350254,286.0
185,510.07,27,50,0,510.07,0.0,0.0,0.0,1,50,35.0,12.363636363636363,429,271.2738,2.757135135135135,0.0,0.0,0.11627906976744186,185.0
84,197.0,11,51,0,197.0,0.0,0.0,0.0,1,51,0.0,12.363636363636363,429,269.81745098039215,2.3452380952380953,0.0,0.0,0.1186046511627907,84.0
1,-4.25,1,52,0,-4.25,0.0,0.0,0.0,1,52,2.0,12.058823529411764,432,264.54692307692306,-4.25,0.0,0.0,0.12009237875288684,1.0
175,373.84000000000003,19,53,0,373.84000000000003,0.0,0.0,0.0,1,53,30.0,12.571428571428571,462,266.6090566037736,2.1362285714285716,0.0,0.0,0.11447084233261338,175.0
36,52.199999999999996,3,54,0,52.199999999999996,0.0,0.0,0.0,1,54,0.0,12.571428571428571,462,262.63851851851854,1.45,0.0,0.0,0.11663066954643629,36.0
4,-23.4,2,55,0,-23.4,0.0,0.0,0.0,1,55,3.0,12.305555555555555,466,257.43781818181816,-5.85,0.0,0.0,0.11777301927194861,4.0
